canonical_id,content_hash,model,prompt_version,schema_version,prompt_fingerprint,stage,thinking,label_status
123,5b352ebf66198f52643d827827d2148ff824fbc7c0e4f7423211044475e63b8b,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
124,71de01d33f6d704091ea5792dac938fcb08b92d5908b8f49604bb0cc5fa0c1c7,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
125,a232a1a615764ab925e9d18ae6635b4e7d73b8c79d8e37b7c7d8e0b6552ead2c,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
127,b56773dfea97fdd3db9203928170c88204ea34950319810669c5e9b79976e73f,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
128,a8bf883d5a00e57d3857e8ae964a349e7fea31985a12b38e6ef9f03f1b6a44a4,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
130,fa181540ae8c3cfaf97c20ade9a4a4fc9da4e96bf3e8580771408918c8f34aa1,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
131,8f83c409abf58fdf4df5e68a326bec149aaccf88eb5357e36e899a9b54c04042,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
132,b92db2b84252062ce34b1435f6a07b27a5659b1b5bfc11e5e43fefb85045d335,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
133,01eab8ed718f42ce9f4ab0fc48bf2bfd85f2ae4891801b7450bdfb098878bf8b,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_adjudicated
134,112826a5a338b265b5aa4a74f3d2c1f5933292e458c4519433b4ffbfdd46a3c7,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
135,8f4684df1afc97df65606dcbde99725fafcf9d42f2f5fd5b9c473b8830833e6b,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_adjudicated
136,084396abc3e4a34964bdc3b79f2cdba35e0d14fcd9ce2616eee6cdc9291d7a06,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
137,da5bc7f2ca253f266b4ab618af9b788d9ddd6a5bcf6c5454a44402d5377efea9,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
138,2cac6dc91f6b79547e5f06f9094b79892079fc8dba15874e5a498b6d1695740a,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
139,b1b26a8681935a9a6f01deb752c0b4519db541220c1c412d1d6d25f007567a2f,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
140,f59f6bc7fd674307eff0622c8b88a4e142a9afa618d3dc4439af8ea1f962a5c0,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
141,61f49acf229f851aad3bfa7fbce57d45596c92a59cc4fe70f34d33d1263366b8,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
142,5ee4e9ffa8d9a6cf6be5ec614d3b87cb14272e0f9c3ff01a7d2040fdf38ca543,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
143,aad958687c45998398dad3fc67bd6866e0a9ece0a17be3aa3e546ee9a882f9a9,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
144,b15965c4c05c00a5b089911285a3b0cf3ba5ea630aee27ac8d6627082558a562,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
145,845570270ec4cd18820a3feaa41ae28edb8349f6d9c9411e5636767c8bb99d05,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
146,020725718a16d2980670b3208ef1c9754825fc5537982853ed9fd2deb5861906,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
147,773bbc2b791e53e72354a9cb32412bba85fae5c8f876bcd34d18dfd9beca21a3,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
149,20ba55266b1673ede3c899da7696baad8ab03d9e3e6d9950e4e38500f3f44139,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
150,514ecdf7f6697c8f0041114809924f74fda8857e39862d6947c7d8cb0ebc7983,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
151,dfe9ebed11e6f2fd7febbaad7bb2adb546a9a05139e22bab581571a8750bf2aa,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
152,e6032a178b83367a89101ac868ac11800cd72ccb596129dc12120b2c1f49482f,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
153,2571317d4bab2ff2064ddc54a868e9f571ddf6eaa0206531394762b0c56bd2e9,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
154,dca74db8e0e59867c97a94d6cfa11f550106f98facf91369b59778bfc12a9102,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
155,dca74db8e0e59867c97a94d6cfa11f550106f98facf91369b59778bfc12a9102,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
156,3aaad2675e4d599bbebfc00f8d67bcf3727c35bb8321350625939c6d3e242b06,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
157,5aca820461e47ae3dd97b102e475ebd4743dc6107b2220c45400778ee7b94a1a,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
158,1e2db2ea978a9ece4beca82d6cd46a66da0bb9287a345c667e032d5eb189fec4,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
159,121e09a6b3cab08f479c539dfea23237fb03193be1aff8d6601e3ac533858e90,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
160,7eb0d07f2dd10a2ec6924c6f442ba0100aa100fddac6b7c12912eddace62c6ca,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
161,f706f0fd89203fbf195de48dedd3aabf725bd6987e915d99ffb565ef9a92db46,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
162,3550353afa506ca96ef5901d2bd07cd4421d5a6777abf6525b9bd5a88d408d2f,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
163,30a9544c418a88ba6f231d977877ad33c1a7e3001a9f46a486e0a546b8dcaef8,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_adjudicated
164,2c37b45fbba8d6c5b712b28d4debd54845447950af02802e49aa7bd002d14a91,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
165,4189b68566cbdc0683bf018c215efccd9a9ec449be2b19b772a2a55f65f814e4,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
166,8a3f329ae228412f1028de03bf9d3b89fb8effe1a208e98c688e1f82404217d6,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
167,fda1d5a991a0e8d369079021fda0b88b324d4ce9c490a98757a1ada0fd115460,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
168,cf23ec5186d5e8da939bb67450a73b60fae8b14df49348ff6f687b89a6e5bf9c,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
169,3a670e9f4b69870273f8a63d9ddacbc59818e0c737190056481d23e7b2408516,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
170,1409f7e157c6483c3acacb691b7a0400f3ebffa4e0e934875d797c45e558a95f,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
171,b914e38be7ea4cb1e9ef6f90ccbb9d0bd394442809f1b20db5d33150288a194c,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
172,36fe1434cce7e0a3bc3cb997b14e6d45b01ce5072aa7ef3c83f3db324fa062c2,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
173,ed3cda5b3e1de279639da2e089e2ae23b11ae6f9ca2b9f9f00741a385955f1d0,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
174,1ae40e7ec22beb98b804d5d880cf567cb19ad6be14b8e054f44c0790d7ed83ea,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
175,8977648b46f0a61fdfe29d27645c005154259983ca70c4890a2ad173f6e9d2f6,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
176,71b94792bf7b5fa870820261222847288deefd7ff6a036b698e428da0c786dc4,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
177,6e74419ce99aae4391414a2dd8011c6906b4427c7a3c71898491067354e9d701,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
178,7b989bde9e97b353bcf14c706363cb80946bfc868ccb9c2910aa1c7593609238,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_adjudicated
179,971b33d4eabf63fb69421e9852e17d5cf199d6cb9d40d85b786fa3ba2c046bef,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
180,3f22660a8be92eba4a138a825c2f34cecbd61e22df796548be8058880dfcc88b,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
181,eaa3b13bbb27db6ff8fa4286ed32ced3fbafa96a0fd3368aa49797ac28c82ff8,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
182,e2502d618e3c7290323076b7b839f3ac8fb3e7cdfcc762d6988722bf8a866166,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
183,a685057919112c19d25525aba16e1ac6ad6aca5fb0a63f7b9df24804521f8695,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
184,2f9d7a53bbd44188df426ded2b1c74aa188ebaac088811290a26ee2456e54f4a,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
185,73bfe82d82cfee455bd5ecc7303e4b64135dba6a16670ea0fa7a2ec5fd303964,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
186,4433c701db9b30d736352b0be87719badfeb71ba7377cdf0f99d54cdd2acb45c,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
187,adbbd7f3b01c1f36ff392fadef8689dab4976c781b4e2cc9f4c0bf6e15e69cf9,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
188,47296d371e118858b073164b5f5493d8e574d54e33bd3448bbcc62fe16c4a9d9,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
189,df7f6aa0fcbe9d5605e154736db932945600efb1508fee8bf467147b050a9cd0,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
190,95f9e2d126dd8e4df0aad9c9fa800d8d9092b7372c08bb94e338a71973fc5bd3,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
191,30a542231fcd5fed097becaac888fd0fb77a85164de65189ece48dc43d979bf0,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
192,10ddcac5b1425c5008b7d7bf9be9801e20571b03163caa8b3df451fca483c19a,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
193,210e590d56fb40efbc01a39e7be7dd9790cb9d432246c777e2ce53a89eca62d1,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
194,882f8876ce7630b0df78e5ee3879eeadc34ef5b5ca26bc2cfbcb15d12b4a9737,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
195,2d07fc2cb6e183303a5d566fcf5bf2c10b73efffefba33afdfe091cdef772a82,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
196,b45c22f2b3d02f2c0ec0bb642331b3246f5aa3a688acd0223d6b7e7eeef0ee57,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
197,a2221fc923c4955f733445edf573a77fc296e361e445c694c8b5fa30a3d09184,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
198,14ed23ff7b713b7a202693cfce5781e3375a3f05229cc3b7ac6eb8a8070dc47b,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
200,ab0c7cf7048fdb003f014bfc6b68cdefbd851ba6a32cf41413d82b0932b4ca50,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
201,6696f52557c3695b2ee07dc99972e789ef7dfcc7b4a3390f6e29c131c68180e2,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
202,a798ce0571105977cd5946612231e4bb7350e1b9aaac5ddb17e80dcc451dc9b9,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_adjudicated
203,06a99f1aeb368c4f113249011b17e58c7213090791b6d5512cf4f44c3cdf62e9,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
204,8d2830a5122740ffaa43aa24e1b37ba311838cbb2f581af5643ab1ddec31febc,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
205,c3df067742b4668c94e79f3f86d72e3df7ff876ddda450809df950a49a688bfc,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
206,5ed6c104fcc218d5a8bafb85766f5c82d66d557156bb35fd4081466dd49fb003,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
207,36600dd3f3faf56f27a9df8030ec2d8bb07c6f19188cf2cb3b76a368b0a07d48,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
208,004c30bef5d4e54c90c54e263edda642c5467b7d238e4d22846d1a57577ce097,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
209,5ab4007bc6b667ae0fd29780a9706c31595e08b2556f6d4d8c9cfbb5867a6b09,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
210,9c87291d1c259daad245464306b7814decbe43f1c282997df48d6fbfcc5b309f,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
211,fdc48ef352fa6f7ca07ff8783cca4026e938ba093756eb4325717d4c492faafa,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
212,5911a785a1bbf60949c1848d76dc1eb327280727901bdece9d8eed9d468c1ff5,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
213,e26c4d19553e41fcfb446d89f0e33ba47f8ee661938bd61d6793e4786e6cd43e,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
214,c7e2c2bc6e9ba156cd749c6ff4662c2ffdf2d5525c8d04cfd5375e99c1536e07,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
216,3aa6b4992f1b74559406eb6a6d57b580cd4d27dcb643e8b6e09ae95241733da8,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
217,acee247f47cf99b950d0c7ae7845612998f6d8c98d391796aff573fe3cb0f09a,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
218,0a99682293afcbbb5898666af3969f8e021c3576cbee43e7f317d5611b79bcaf,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
219,55eac280d9d61c4dece246bc61f84b008177253bd6d10b4f5d5846c2a95e6ace,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
220,96591169257820a3884e4eeb030c9994ee0c5805920ada6b960d7f3071947d75,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
221,0e94c7f98f1ad8cefba9315b493f309fce366f554b9d4130e65ab753a3dac6f5,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
222,af179fd614888320081a8b2d498d8e47973877e232853c91257cade5c98fbdf3,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
223,4d6f637b04f74d950609fb8ffc77f8388d77dae4fd25c0fc7cc9b73e25287518,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
224,217c5840ed703ac59a6c97737183bbee49c2fb2b2bd38d44f95b5ed6dfe7f0ae,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
225,217c5840ed703ac59a6c97737183bbee49c2fb2b2bd38d44f95b5ed6dfe7f0ae,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
226,fe4cefcb463448fa59ac636a1f9261564b56498d4d74b1d1e11b4c0643203b2f,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
227,e9dd53a6de5aa8186512c85aa2c13f3200fec7d23ddb348822b33ad1ff296290,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
228,e7d1f4572e9c9e6d5830e559059880a32d6e14520899b09ea5721a1eb59caae6,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
229,fe4eb2e77efa0dbd246823961454259a838fd1f605f5317d8fbdc3c487d131b9,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
231,869240e48234a9479d6aa0d8f0f89ee2961d7c2a54fdb51682f241524e6caa42,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
232,8112e3da967ca6de2c9204c09db137054ada7870b0f10ac0e4ee9b930e33428a,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
233,bb9af1eff66bf20427a2f64e5c252b377491e8ab12638376de92c9c14426acda,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
234,57d16aabb7964d19996b02e3e540f28b83cbd0fa41a271c97a4b97d2d5e22d10,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
235,b82601ab318826763fd4ebf50a1ff188b98841f20a929f95197eeb397e758b7b,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
237,25066f61b49f86b179ebffaeae6699007cd510031a70d5e9d484d4f04a86639d,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
238,be60ba879975b6a34a6bd1f230aa0eefb97b945ecd78f1d86f6b86fb7817bece,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
239,692775b8ef5895a11da1d07e66c9cce1462242c9ecdb691fc5228ce3b04a5aa5,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
240,825d04b25745ce67cfd099e726668ae5d1874c8428815ee1e53a1d0dd8572e86,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
241,c7aa259d26ddbb6bbc5cc6470dcfba9ebf929bd6b6b1faa9528a757200b144c4,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
242,ebeb8f93fca78fbc42be600882a47934fb9d88ffa0a7b591ee89ee71c322d4e7,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_adjudicated
244,fa2e142822bbc62be48152206850554cdb41404944a9a8d8c851ccf7307352ba,deepseek-v4-pro,2.0.0,2.0.0,cc4279a4171acd26684236cdb2df77a3ae19ad13aaf737bc27fa0522431095ab,primary,False,llm_primary
