canonical_id,ad_company,stock_code,stock_name,listed_company,industry,match_status,match_method,match_confidence,match_note,unmatched_reason,candidate_stock_code,candidate_company,similarity,review_decision
494,深圳市万科物业服务有限公司,000002.SZ,万科A,万科企业股份有限公司,,matched,reviewed_parent_rule,high,各地万科物业归并至万科企业,,689009.SH,九号有限公司,72.0,accepted_reviewed_rule
497,中国平安人寿保险股份有限公司云南分公司昆明区域拓展第一支公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,,601336.SH,新华人寿保险股份有限公司,75.0,accepted_reviewed_rule
499,埃夫特智能装备股份有限公司,688165.SH,埃夫特-U,埃夫特智能机器人股份有限公司,制造业,matched,reviewed_name_alias,high,历史曾用名复核,,688165.SH,埃夫特智能机器人股份有限公司,81.48,accepted_reviewed_rule
501,大连万科物业服务有限公司,000002.SZ,万科A,万科企业股份有限公司,,matched,reviewed_parent_rule,high,各地万科物业归并至万科企业,,689009.SH,九号有限公司,72.0,accepted_reviewed_rule
504,中国平安财产保险股份有限公司苏州分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,,601318.SH,中国平安保险(集团)股份有限公司,68.57,accepted_reviewed_rule
505,招商银行股份有限公司昆明分行,600036.SH,招商银行,招商银行股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,招商银行地方分行归并至总行,,600036.SH,招商银行股份有限公司,83.33,accepted_reviewed_rule
509,中国平安人寿保险股份有限公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,,601628.SH,中国人寿保险股份有限公司,92.31,accepted_reviewed_rule
510,武汉天源环保股份有限公司,301127.SZ,武汉天源,武汉天源集团股份有限公司,水利、环境和公共设施管理业,matched,reviewed_name_alias,high,历史曾用名复核,,301127.SZ,武汉天源集团股份有限公司,83.33,accepted_reviewed_rule
516,江西耐普矿机新材料股份有限公司,300818.SZ,耐普矿机,江西耐普矿机股份有限公司,制造业,matched,reviewed_name_alias,high,历史曾用名复核,,300818.SZ,江西耐普矿机股份有限公司,88.89,accepted_reviewed_rule
521,上海万科物业服务有限公司,000002.SZ,万科A,万科企业股份有限公司,,matched,reviewed_parent_rule,high,各地万科物业归并至万科企业,,689009.SH,九号有限公司,72.0,accepted_reviewed_rule
525,中国平安人寿保险股份有限公司云南分公司昆明区域拓展第一支公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,,601336.SH,新华人寿保险股份有限公司,75.0,accepted_reviewed_rule
526,中国平安人寿保险股份有限公司宁波分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,,601628.SH,中国人寿保险股份有限公司,77.42,accepted_reviewed_rule
527,中国平安人寿保险股份有限公司重庆分公司第三营销服务部,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,,601336.SH,新华人寿保险股份有限公司,75.0,accepted_reviewed_rule
530,佛山市万科物业服务有限公司,000002.SZ,万科A,万科企业股份有限公司,,matched,reviewed_parent_rule,high,各地万科物业归并至万科企业,,689009.SH,九号有限公司,72.0,accepted_reviewed_rule
531,福建诺奇股份有限公司,,,,,unmatched,unmatched,low,,无可靠的精确匹配或已复核的母公司/曾用名规则,300132.SZ,福建青松股份有限公司,80.0,rejected_auto_match
533,江苏纽泰格科技股份有限公司,301229.SZ,纽泰格,江苏纽泰格科技集团股份有限公司,制造业,matched,reviewed_name_alias,high,历史名称/集团化更名复核,,301229.SZ,江苏纽泰格科技集团股份有限公司,92.86,accepted_reviewed_rule
536,中国平安财产保险股份有限公司江西分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,,601318.SH,中国平安保险(集团)股份有限公司,68.57,accepted_reviewed_rule
539,东方网力科技股份有限公司,,,,,unmatched,unmatched,low,,无可靠的精确匹配或已复核的母公司/曾用名规则,688248.SH,南方电网电力科技股份有限公司,84.62,rejected_auto_match
540,中国平安人寿保险股份有限公司上海分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,,601628.SH,中国人寿保险股份有限公司,77.42,accepted_reviewed_rule
541,中国平安人寿保险股份有限公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,,601628.SH,中国人寿保险股份有限公司,92.31,accepted_reviewed_rule
546,杭州万科物业服务有限公司,000002.SZ,万科A,万科企业股份有限公司,,matched,reviewed_parent_rule,high,各地万科物业归并至万科企业,,689009.SH,九号有限公司,72.0,accepted_reviewed_rule
548,大连万科物业服务有限公司,000002.SZ,万科A,万科企业股份有限公司,,matched,reviewed_parent_rule,high,各地万科物业归并至万科企业,,689009.SH,九号有限公司,72.0,accepted_reviewed_rule
554,招商银行股份有限公司厦门分行,600036.SH,招商银行,招商银行股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,招商银行地方分行归并至总行,,600036.SH,招商银行股份有限公司,83.33,accepted_reviewed_rule
558,江苏赛福天钢索股份有限公司,603028.SH,赛福天,江苏赛福天集团股份有限公司,制造业,matched,reviewed_name_alias,high,历史名称/集团化更名复核,,603028.SH,江苏赛福天集团股份有限公司,84.62,accepted_reviewed_rule
559,四川日机密封件股份有限公司,300470.SZ,中密控股,中密控股股份有限公司,制造业,matched,reviewed_name_alias,high,历史曾用名归并至中密控股,,000570.SZ,常柴股份有限公司,77.14,accepted_reviewed_rule
561,武汉友芝友生物制药股份有限公司,,,,,unmatched,unmatched,low,,无可靠的精确匹配或已复核的母公司/曾用名规则,300683.SZ,武汉海特生物制药股份有限公司,82.76,rejected_auto_match
562,中国平安财产保险股份有限公司江西分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,,601318.SH,中国平安保险(集团)股份有限公司,68.57,accepted_reviewed_rule
564,中国平安财产保险股份有限公司东莞分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,,601318.SH,中国平安保险(集团)股份有限公司,68.57,accepted_reviewed_rule
566,青岛泰德汽车轴承股份有限公司,920378.BJ,泰德股份,青岛泰德轴承科技股份有限公司,制造业,matched,reviewed_name_alias,high,历史曾用名归并至泰德股份,,920378.BJ,青岛泰德轴承科技股份有限公司,85.71,accepted_reviewed_rule
567,重庆长安民生物流股份有限公司,,,,,unmatched,unmatched,low,,无可靠的精确匹配或已复核的母公司/曾用名规则,603926.SH,铁流股份有限公司,84.0,rejected_auto_match
569,一品红药业股份有限公司,300723.SZ,一品红,一品红药业集团股份有限公司,制造业,matched,reviewed_name_alias,high,历史名称/集团化更名复核,,300723.SZ,一品红药业集团股份有限公司,91.67,accepted_reviewed_rule
570,江苏苏南万科物业服务有限公司,000002.SZ,万科A,万科企业股份有限公司,,matched,reviewed_parent_rule,high,各地万科物业归并至万科企业,,689009.SH,九号有限公司,72.0,accepted_reviewed_rule
572,武汉精测电子技术股份有限公司,300567.SZ,精测电子,武汉精测电子集团股份有限公司,制造业,matched,reviewed_name_alias,high,历史曾用名复核,,002194.SZ,武汉凡谷电子技术股份有限公司,85.71,accepted_reviewed_rule
573,广州市万科物业服务有限公司,000002.SZ,万科A,万科企业股份有限公司,,matched,reviewed_parent_rule,high,各地万科物业归并至万科企业,,689009.SH,九号有限公司,72.0,accepted_reviewed_rule
579,中国平安人寿保险股份有限公司重庆分公司第二营销服务部,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,,601336.SH,新华人寿保险股份有限公司,75.0,accepted_reviewed_rule
583,中国平安财产保险股份有限公司天津分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,,601318.SH,中国平安保险(集团)股份有限公司,68.57,accepted_reviewed_rule
589,汇付天下有限公司,,,,,unmatched,unmatched,low,,无可靠的精确匹配或已复核的母公司/曾用名规则,000004.SZ,深圳国华网安科技股份有限公司,60.0,rejected_auto_match
590,中国平安财产保险股份有限公司湖南分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,,601318.SH,中国平安保险(集团)股份有限公司,68.57,accepted_reviewed_rule
591,中国平安财产保险股份有限公司云浮中心支公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,,000570.SZ,常柴股份有限公司,67.5,accepted_reviewed_rule
592,北京五一视界数字孪生科技股份有限公司,,,,,unmatched,unmatched,low,,无可靠的精确匹配或已复核的母公司/曾用名规则,000409.SZ,云鼎科技股份有限公司,80.0,rejected_auto_match
594,宁波锦浪新能源科技股份有限公司,300763.SZ,锦浪科技,锦浪科技股份有限公司,制造业,matched,reviewed_name_alias,high,历史曾用名归并至锦浪科技,,688005.SH,宁波容百新能源科技股份有限公司,86.67,accepted_reviewed_rule
596,中国平安人寿保险股份有限公司重庆分公司第三营销服务部,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,,601336.SH,新华人寿保险股份有限公司,75.0,accepted_reviewed_rule
597,中国平安人寿保险股份有限公司广东分公司财富营销服务部,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,,601336.SH,新华人寿保险股份有限公司,75.0,accepted_reviewed_rule
604,中国平安财产保险股份有限公司深圳分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,,601318.SH,中国平安保险(集团)股份有限公司,68.57,accepted_reviewed_rule
