canonical_id,ad_company,stock_code,stock_name,listed_company,industry,match_status,match_method,match_confidence,match_note,unmatched_reason
224,中国平安财产保险股份有限公司云南分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
225,中国平安财产保险股份有限公司云南分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
226,浙江西大门新材料股份有限公司,605155.SH,西大门,浙江西大门新材料股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
227,中国平安财产保险股份有限公司唐山中心支公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
228,广东鸿智智能科技股份有限公司,920926.BJ,鸿智科技,广东鸿智智能科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
229,北京腾信创新网络营销技术股份有限公司,,,,,unmatched,unmatched,low,,无可靠的精确、母公司规则或唯一简称匹配
231,中国平安人寿保险股份有限公司芜湖中心支公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
232,兴科蓉医药控股有限公司,,,,,unmatched,unmatched,low,,无可靠的精确、母公司规则或唯一简称匹配
233,通用电梯股份有限公司,300931.SZ,通用电梯,通用电梯股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
234,中国平安财产保险股份有限公司苏州分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
235,苏州泽璟生物制药股份有限公司,688266.SH,泽璟制药-U,苏州泽璟生物制药股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
237,浙江中欣氟材股份有限公司,002915.SZ,中欣氟材,浙江中欣氟材股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
238,中国平安财产保险股份有限公司广东分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
239,广州弘亚数控机械股份有限公司,002833.SZ,弘亚数控,广州弘亚数控机械集团股份有限公司,制造业,matched,unique_short_name,medium,唯一证券简称包含匹配，已保留方法供复核,
240,烟台中宠食品股份有限公司,002891.SZ,中宠股份,烟台中宠食品股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
241,迈赫机器人自动化股份有限公司,301199.SZ,迈赫股份,迈赫机器人自动化股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
242,温州意华接插件股份有限公司,002897.SZ,意华股份,温州意华接插件股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
244,浙江中晶科技股份有限公司,003026.SZ,中晶科技,浙江中晶科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
245,中国旅游集团中免股份有限公司,601888.SH,中国中免,中国旅游集团中免股份有限公司,社会服务业,matched,exact_normalized,high,标准化公司全称精确匹配,
246,西安晨曦航空科技股份有限公司,300581.SZ,晨曦航空,西安晨曦航空科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
247,江西银行股份有限公司,,,,,unmatched,unmatched,low,,无可靠的精确、母公司规则或唯一简称匹配
248,佛山市联动科技股份有限公司,301369.SZ,联动科技,佛山市联动科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
249,纳百川新能源股份有限公司,301667.SZ,纳百川,纳百川新能源股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
250,四川港通医疗设备集团股份有限公司,301515.SZ,港通医疗,四川港通医疗设备集团股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
251,东方时尚驾驶学校股份有限公司,603377.SH,ST东时,东方时尚驾驶学校股份有限公司,交通运输、仓储和邮政业,matched,exact_normalized,high,标准化公司全称精确匹配,
252,安徽鑫铂铝业股份有限公司,003038.SZ,鑫铂股份,安徽鑫铂铝业股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
253,广东万里马实业股份有限公司,300591.SZ,万里马,广东万里马实业股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
254,南京盛航海运股份有限公司,001205.SZ,盛航股份,南京盛航海运股份有限公司,交通运输、仓储和邮政业,matched,exact_normalized,high,标准化公司全称精确匹配,
255,科兴生物制药股份有限公司,688136.SH,科兴制药,科兴生物制药股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
256,中国平安人寿保险股份有限公司广东分公司越秀二区营销服务部,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
257,博士眼镜连锁股份有限公司,300622.SZ,博士眼镜,博士眼镜连锁股份有限公司,批发和零售业,matched,exact_normalized,high,标准化公司全称精确匹配,
258,浙江野马电池股份有限公司,605378.SH,野马电池,浙江野马电池股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
259,鞍山七彩化学股份有限公司,300758.SZ,七彩化学,鞍山七彩化学股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
260,广东奥飞数据科技股份有限公司,300738.SZ,奥飞数据,广东奥飞数据科技股份有限公司,信息传输、软件和信息技术服务业,matched,exact_normalized,high,标准化公司全称精确匹配,
261,浙江嘉益保温科技股份有限公司,301004.SZ,嘉益股份,浙江嘉益保温科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
262,武汉帝尔激光科技股份有限公司,300776.SZ,帝尔激光,武汉帝尔激光科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
263,南京腾亚精工科技股份有限公司,301125.SZ,腾亚精工,南京腾亚精工科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
264,上海复宏汉霖生物技术股份有限公司,,,,,unmatched,unmatched,low,,无可靠的精确、母公司规则或唯一简称匹配
265,深圳市裕同包装科技股份有限公司,002831.SZ,裕同科技,深圳市裕同包装科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
266,苏州近岸蛋白质科技股份有限公司,688137.SH,近岸蛋白,苏州近岸蛋白质科技股份有限公司,科学研究和技术服务业,matched,exact_normalized,high,标准化公司全称精确匹配,
267,浙江零跑科技股份有限公司,,,,,unmatched,unmatched,low,,无可靠的精确、母公司规则或唯一简称匹配
268,江苏远航精密合金科技股份有限公司,920914.BJ,远航精密,江苏远航精密合金科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
269,北京华远意通热力科技股份有限公司,,,,,unmatched,unmatched,low,,无可靠的精确、母公司规则或唯一简称匹配
270,华新建材集团股份有限公司,600801.SH,华新建材,华新建材集团股份有限公司,,matched,exact_normalized,high,标准化公司全称精确匹配,
271,上海南芯半导体科技股份有限公司,688484.SH,南芯科技,上海南芯半导体科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
273,中国平安财产保险股份有限公司开发区支公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
275,天水众兴菌业科技股份有限公司,002772.SZ,众兴菌业,天水众兴菌业科技股份有限公司,农、林、牧、渔业,matched,exact_normalized,high,标准化公司全称精确匹配,
276,上海博迅医疗生物仪器股份有限公司,920504.BJ,博迅生物,上海博迅医疗生物仪器股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
277,中国平安财产保险股份有限公司天津分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
278,天风证券股份有限公司,601162.SH,天风证券,天风证券股份有限公司,金融业,matched,exact_normalized,high,标准化公司全称精确匹配,
279,中国平安财产保险股份有限公司梅州市蕉岭支公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
280,江西江南新材料科技股份有限公司,603124.SH,江南新材,江西江南新材料科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
282,中国平安财产保险股份有限公司汕尾中心支公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
283,江西金力永磁科技股份有限公司,300748.SZ,金力永磁,江西金力永磁科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
285,上海凯鑫分离技术股份有限公司,300899.SZ,上海凯鑫,上海凯鑫分离技术股份有限公司,水利、环境和公共设施管理业,matched,exact_normalized,high,标准化公司全称精确匹配,
286,东莞市万科物业服务有限公司,000002.SZ,万科A,万科企业股份有限公司,,matched,reviewed_parent_rule,high,各地万科物业归并至万科企业,
287,常州时创能源股份有限公司,688429.SH,时创能源,常州时创能源股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
288,中国平安财产保险股份有限公司浙江分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
289,中国平安财产保险股份有限公司重庆分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
290,湖南九典制药股份有限公司,300705.SZ,九典制药,湖南九典制药股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
291,广州市金钟汽车零件股份有限公司,301133.SZ,金钟股份,广州市金钟汽车零件股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
292,苏州晶方半导体科技股份有限公司,603005.SH,晶方科技,苏州晶方半导体科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
293,浙江锋龙电气股份有限公司,002931.SZ,锋龙股份,浙江锋龙电气股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
294,沈阳兴齐眼药股份有限公司,300573.SZ,兴齐眼药,沈阳兴齐眼药股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
295,中国平安人寿保险股份有限公司成都市金堂支公司淮口营销服务部,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
296,新特能源股份有限公司,,,,,unmatched,unmatched,low,,无可靠的精确、母公司规则或唯一简称匹配
297,中国平安财产保险股份有限公司番禺支公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
298,中关村科技租赁股份有限公司,000931.SZ,中关村,北京中关村科技发展(控股)股份有限公司,,matched,unique_short_name,medium,唯一证券简称包含匹配，已保留方法供复核,
299,江阴华新精密科技股份有限公司,603370.SH,华新精科,江阴华新精密科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
300,上海矩子科技股份有限公司,300802.SZ,矩子科技,上海矩子科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
301,深圳市赢时胜信息技术股份有限公司,300377.SZ,赢时胜,深圳市赢时胜信息技术股份有限公司,信息传输、软件和信息技术服务业,matched,exact_normalized,high,标准化公司全称精确匹配,
302,中国平安人寿保险股份有限公司广东分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
303,周大生珠宝股份有限公司,002867.SZ,周大生,周大生珠宝股份有限公司,批发和零售业,matched,exact_normalized,high,标准化公司全称精确匹配,
304,苏州江天包装科技股份有限公司,920121.BJ,江天科技,苏州江天包装科技股份有限公司,,matched,exact_normalized,high,标准化公司全称精确匹配,
305,阜新德尔汽车部件股份有限公司,300473.SZ,德尔股份,阜新德尔汽车部件股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
306,中国平安人寿保险股份有限公司天津分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
307,中国平安人寿保险股份有限公司广东分公司朝阳营销服务部,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
308,大连万科物业服务有限公司,000002.SZ,万科A,万科企业股份有限公司,,matched,reviewed_parent_rule,high,各地万科物业归并至万科企业,
309,福建睿能科技股份有限公司,603933.SH,睿能科技,福建睿能科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
310,中国平安人寿保险股份有限公司广东分公司东山营销服务部,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
311,中国平安人寿保险股份有限公司深圳分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
312,成都苑东生物制药股份有限公司,688513.SH,苑东生物,成都苑东生物制药股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
313,安徽黄山胶囊股份有限公司,002817.SZ,黄山胶囊,安徽黄山胶囊股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
315,中国平安人寿保险股份有限公司芜湖中心支公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
316,中国平安财产保险股份有限公司无锡分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
317,华自科技股份有限公司,300490.SZ,华自科技,华自科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
318,中国平安人寿保险股份有限公司四川分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
319,武汉恒立工程钻具股份有限公司,920942.BJ,恒立钻具,武汉恒立工程钻具股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
320,中国平安财产保险股份有限公司福建分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
321,青岛云路先进材料技术股份有限公司,688190.SH,云路股份,青岛云路先进材料技术股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
322,南京康尼机电股份有限公司,603111.SH,康尼机电,南京康尼机电股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
324,能科节能技术股份有限公司,,,,,unmatched,unmatched,low,,无可靠的精确、母公司规则或唯一简称匹配
325,中国平安财产保险股份有限公司铜陵中心支公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
326,南京高华科技股份有限公司,688539.SH,高华科技,南京高华科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
327,深圳云天励飞技术股份有限公司,688343.SH,云天励飞-U,深圳云天励飞技术股份有限公司,信息传输、软件和信息技术服务业,matched,exact_normalized,high,标准化公司全称精确匹配,
328,中国平安财产保险股份有限公司花都支公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
330,上海康鹏科技股份有限公司,688602.SH,康鹏科技,上海康鹏科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
331,成都新易盛通信技术股份有限公司,300502.SZ,新易盛,成都新易盛通信技术股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
332,邢台纳科诺尔精轧科技股份有限公司,920522.BJ,纳科诺尔,邢台纳科诺尔精轧科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
333,中国平安财产保险股份有限公司增城支公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
334,老铺黄金股份有限公司,,,,,unmatched,unmatched,low,,无可靠的精确、母公司规则或唯一简称匹配
335,深圳市致尚科技股份有限公司,301486.SZ,致尚科技,深圳市致尚科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
336,苏州华源包装股份有限公司,,,,,unmatched,unmatched,low,,无可靠的精确、母公司规则或唯一简称匹配
337,江苏龙蟠科技集团股份有限公司,603906.SH,龙蟠科技,江苏龙蟠科技集团股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
338,中国平安人寿保险股份有限公司广东分公司朝阳营销服务部,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
339,瑞鹄汽车模具股份有限公司,002997.SZ,瑞鹄模具,瑞鹄汽车模具股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
340,威海银行股份有限公司,,,,,unmatched,unmatched,low,,无可靠的精确、母公司规则或唯一简称匹配
341,重庆瑜欣平瑞电子股份有限公司,301107.SZ,瑜欣电子,重庆瑜欣平瑞电子股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
342,招商银行股份有限公司连云港分行,600036.SH,招商银行,招商银行股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,招商银行地方分行归并至总行,
343,第一创业证券股份有限公司,002797.SZ,第一创业,第一创业证券股份有限公司,金融业,matched,exact_normalized,high,标准化公司全称精确匹配,
344,翰博高新材料(合肥)股份有限公司,301321.SZ,翰博高新,翰博高新材料(合肥)股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
346,浙江泰鸿万立科技股份有限公司,603210.SH,泰鸿万立,浙江泰鸿万立科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
348,百奥泰生物制药股份有限公司,688177.SH,百奥泰,百奥泰生物制药股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
349,百奥泰生物制药股份有限公司,688177.SH,百奥泰,百奥泰生物制药股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
350,东莞市宇瞳光学科技股份有限公司,300790.SZ,宇瞳光学,东莞市宇瞳光学科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
351,昆明万科物业服务有限公司,000002.SZ,万科A,万科企业股份有限公司,,matched,reviewed_parent_rule,high,各地万科物业归并至万科企业,
352,内蒙古大唐药业股份有限公司,920433.BJ,大唐药业,内蒙古大唐药业股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
353,中国平安人寿保险股份有限公司深圳分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
354,长江三星能源科技股份有限公司,920158.BJ,长江能科,长江三星能源科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
355,辽宁成大生物股份有限公司,688739.SH,成大生物,辽宁成大生物股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
356,中科星图股份有限公司,688568.SH,中科星图,中科星图股份有限公司,信息传输、软件和信息技术服务业,matched,exact_normalized,high,标准化公司全称精确匹配,
357,广州维力医疗器械股份有限公司,603309.SH,维力医疗,广州维力医疗器械股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
358,中国平安财产保险股份有限公司宁波分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
359,湖南湘投金天钛业科技股份有限公司,688750.SH,金天钛业,湖南湘投金天钛业科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
360,胜蓝科技股份有限公司,300843.SZ,胜蓝股份,胜蓝科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
361,浙江西大门新材料股份有限公司,605155.SH,西大门,浙江西大门新材料股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
362,捷邦精密科技股份有限公司,301326.SZ,捷邦科技,捷邦精密科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
363,博纳影业集团股份有限公司,001330.SZ,博纳影业,博纳影业集团股份有限公司,文化、体育和娱乐业,matched,exact_normalized,high,标准化公司全称精确匹配,
364,中国平安财产保险股份有限公司河源中心支公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
366,新晨科技股份有限公司,300542.SZ,新晨科技,新晨科技股份有限公司,信息传输、软件和信息技术服务业,matched,exact_normalized,high,标准化公司全称精确匹配,
367,深圳市兆威机电股份有限公司,003021.SZ,兆威机电,深圳市兆威机电股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
368,广东鸿铭智能股份有限公司,301105.SZ,鸿铭股份,广东鸿铭智能股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
369,广东柏堡龙股份有限公司,,,,,unmatched,unmatched,low,,无可靠的精确、母公司规则或唯一简称匹配
370,安徽容知日新科技股份有限公司,688768.SH,容知日新,安徽容知日新科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
371,江西耐普矿机新材料股份有限公司,300818.SZ,耐普矿机,江西耐普矿机股份有限公司,制造业,matched,unique_short_name,medium,唯一证券简称包含匹配，已保留方法供复核,
372,威海市天罡仪表股份有限公司,920651.BJ,天罡股份,威海市天罡仪表股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
373,卡莱特云科技股份有限公司,301391.SZ,卡莱特,卡莱特云科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
374,招商银行股份有限公司咸阳分行,600036.SH,招商银行,招商银行股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,招商银行地方分行归并至总行,
375,中国平安财产保险股份有限公司开发区支公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
376,中国平安人寿保险股份有限公司北京分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
377,沈阳万科物业服务有限公司,000002.SZ,万科A,万科企业股份有限公司,,matched,reviewed_parent_rule,high,各地万科物业归并至万科企业,
378,广东利扬芯片测试股份有限公司,688135.SH,利扬芯片,广东利扬芯片测试股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
379,湖北和远气体股份有限公司,002971.SZ,和远气体,湖北和远气体股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
380,中国平安人寿保险股份有限公司广东分公司财富营销服务部,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
381,珠海博杰电子股份有限公司,002975.SZ,博杰股份,珠海博杰电子股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
382,深圳市天图投资管理股份有限公司,,,,,unmatched,unmatched,low,,无可靠的精确、母公司规则或唯一简称匹配
383,四川川环科技股份有限公司,300547.SZ,川环科技,四川川环科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
384,安徽龙磁科技股份有限公司,300835.SZ,龙磁科技,安徽龙磁科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
385,南京海辰药业股份有限公司,300584.SZ,海辰药业,南京海辰药业股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
386,海天水务集团股份公司,603759.SH,海天股份,海天水务集团股份公司,电力、热力、燃气及水生产和供应业,matched,exact_normalized,high,标准化公司全称精确匹配,
387,深圳市崧盛电子股份有限公司,301002.SZ,崧盛股份,深圳市崧盛电子股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
388,杭州联德精密机械股份有限公司,605060.SH,联德股份,杭州联德精密机械股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
389,悦康药业集团股份有限公司,688658.SH,悦康药业,悦康药业集团股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
390,深圳市核达中远通电源技术股份有限公司,301516.SZ,中远通,深圳市核达中远通电源技术股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
391,江苏固德威电源科技股份有限公司,688390.SH,固德威,固德威技术股份有限公司,制造业,matched,unique_short_name,medium,唯一证券简称包含匹配，已保留方法供复核,
392,浙江彩蝶实业股份有限公司,603073.SH,彩蝶实业,浙江彩蝶实业股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
393,中国平安人寿保险股份有限公司重庆分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
394,上海汇舸环保科技集团股份有限公司,,,,,unmatched,unmatched,low,,无可靠的精确、母公司规则或唯一简称匹配
395,安徽皖仪科技股份有限公司,688600.SH,皖仪科技,安徽皖仪科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
396,苏州可川电子科技股份有限公司,603052.SH,可川科技,苏州可川电子科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
397,深圳市同为数码科技股份有限公司,002835.SZ,同为股份,深圳市同为数码科技股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
398,中国平安人寿保险股份有限公司上海分公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
399,中国平安财产保险股份有限公司肇庆中心支公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
400,成都思科瑞微电子股份有限公司,688053.SH,ST思科瑞,成都思科瑞微电子股份有限公司,科学研究和技术服务业,matched,exact_normalized,high,标准化公司全称精确匹配,
401,苏州晶瑞化学股份有限公司,,,,,unmatched,unmatched,low,,无可靠的精确、母公司规则或唯一简称匹配
402,中国平安财产保险股份有限公司河源中心支公司,601318.SH,中国平安,中国平安保险(集团)股份有限公司,金融、保险业,matched,reviewed_parent_rule,high,平安寿险/财险归并至中国平安集团,
404,乐居控股有限公司,,,,,unmatched,unmatched,low,,无可靠的精确、母公司规则或唯一简称匹配
405,深圳市万科物业服务有限公司,000002.SZ,万科A,万科企业股份有限公司,,matched,reviewed_parent_rule,high,各地万科物业归并至万科企业,
406,国联民生证券股份有限公司,601456.SH,国联民生,国联民生证券股份有限公司,金融业,matched,exact_normalized,high,标准化公司全称精确匹配,
407,武汉市万科物业服务有限公司,000002.SZ,万科A,万科企业股份有限公司,,matched,reviewed_parent_rule,high,各地万科物业归并至万科企业,
408,大理药业股份有限公司,,,,,unmatched,unmatched,low,,无可靠的精确、母公司规则或唯一简称匹配
409,恩威医药股份有限公司,301331.SZ,恩威医药,恩威医药股份有限公司,制造业,matched,exact_normalized,high,标准化公司全称精确匹配,
410,无锡线上线下通讯信息技术股份有限公司,300959.SZ,线上线下,无锡线上线下通讯信息技术股份有限公司,信息传输、软件和信息技术服务业,matched,exact_normalized,high,标准化公司全称精确匹配,
411,珠海健帆生物科技股份有限公司,300529.SZ,健帆生物,健帆生物科技集团股份有限公司,制造业,matched,unique_short_name,medium,唯一证券简称包含匹配，已保留方法供复核,
